region,Date,type,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags
Albany,2020-04-19 0:00,Conventional ,1.38,138887.32,17740.21,91618.97,200.34,29327.8,15732.49,11937.53,1657.78
Albany,2020-04-12 0:00,Conventional ,1.22,149128.13,20314.9,98707.73,195.97,29909.53,19106.42,9243.11,1560
Albany,2020-04-05 0:00,Conventional ,1.2,142597.55,18591.22,91346.12,208.09,32452.12,17673.66,13320.69,1457.77
Albany,2020-03-29 0:00,Conventional ,1.08,161994.75,25379.38,109799.57,197.88,26617.92,15653.14,9547.01,1417.77
Atlanta,2020-04-19 0:00,Conventional ,1.07,927544.06,427949.17,30216.25,93.51,469285.13,425543.91,43520.44,220.78
Atlanta,2020-04-12 0:00,Conventional ,1.08,860374.38,394493.66,34119.74,99.31,431661.67,379885.92,51415.73,360.02
Atlanta,2020-04-05 0:00,Conventional ,1.07,1012971.16,467667.61,27644.62,141.21,517517.72,470013.68,47357.6,146.44
Atlanta,2020-03-29 0:00,Conventional ,1.08,900903.61,405382.91,31148.87,125.72,464246.11,421742.94,42453.46,49.71
Baltimore/Washington,2020-04-19 0:00,Conventional ,1.4,1190966.77,233989.88,405008.61,2432.5,549535.78,311767.75,231680.45,6087.58
Baltimore/Washington,2020-04-12 0:00,Conventional ,1.34,1259048.49,244883.23,419206.54,2002.87,592955.85,308505.11,277068.09,7382.65
Baltimore/Washington,2020-04-05 0:00,Conventional ,1.2,1308030.42,302310.21,481532.87,1672.33,522515.01,277161.72,240182.18,5171.11
Baltimore/Washington,2020-03-29 0:00,Conventional ,1.4,1177873.26,249515.22,427211.91,1559.11,499587.02,238289.75,255074.95,6222.32
Boise,2020-04-19 0:00,Conventional ,1.46,120090.94,38423.72,7704.85,2751.74,71210.63,32991.7,29167.98,9050.95
Boise,2020-04-12 0:00,Conventional ,1.31,134663.82,44804.11,9019.85,2154.91,78684.95,36416.93,33273.54,8994.48
Boise,2020-04-05 0:00,Conventional ,1.26,132580.15,45099.5,8609.94,1771.99,77098.72,34745.79,27026.73,15326.2
Boise,2020-03-29 0:00,Conventional ,1.39,123897.01,39639.72,8073.74,1970.06,74213.49,37029.48,22679.91,14504.1
Boston,2020-04-19 0:00,Conventional ,1.48,870968.42,30731.31,486327.77,543.59,353365.75,228986.49,122592.59,1786.67
Boston,2020-04-12 0:00,Conventional ,1.46,902950.91,28177.46,518161.87,632.57,355979.01,256803.65,95988.56,3186.8
Boston,2020-04-05 0:00,Conventional ,1.52,876892.76,27653.13,555404.94,565.15,293269.54,239241.89,51505.58,2522.07
Boston,2020-03-29 0:00,Conventional ,1.49,849725.83,34269.14,521465.62,574.88,293416.19,192770.63,97725.56,2920
Buffalo/Rochester,2020-04-19 0:00,Conventional ,1.15,221134.52,17683.83,49841.27,2695.63,150913.79,107160.95,40251.73,3501.11
Buffalo/Rochester,2020-04-12 0:00,Conventional ,1.14,256728.6,35977.24,58565.82,2841.39,159344.15,135507.02,21367.13,2470
Buffalo/Rochester,2020-04-05 0:00,Conventional ,1.19,230068.4,14976.08,58460.54,2983.91,153647.87,123636.65,27411.22,2600
Buffalo/Rochester,2020-03-29 0:00,Conventional ,1.25,195425.7,18927.54,54867.3,2925.66,118705.2,103933.12,12400.97,2371.11
California,2020-04-19 0:00,Conventional ,1.24,7608704.18,2176738.63,1109732.55,135338,4186895,2058034.48,1693640.43,435220.09
California,2020-04-12 0:00,Conventional ,1.4,6706501.88,2045827.22,919321.72,162524.8,3578828.14,2043608.31,1138683.74,396536.09
California,2020-04-05 0:00,Conventional ,1.3,7469315,2363222.97,1074858.51,162865.87,3868367.65,2163728.21,1461182.26,243457.18
California,2020-03-29 0:00,Conventional ,1.39,6561189.97,2066325.12,825073.41,127258.15,3542533.29,1835617.41,1442748.09,264167.79
Charlotte,2020-04-19 0:00,Conventional ,1.22,399171.08,173187.19,61904.32,3470.48,160609.09,129154.9,30807.53,646.66
Charlotte,2020-04-12 0:00,Conventional ,1.26,372769.3,160575.64,57238.55,2564.11,152391,122128.6,30250.5,11.9
Charlotte,2020-04-05 0:00,Conventional ,1.27,379109.87,163389.81,58128.04,2624.71,154967.31,122623.5,32336.98,6.83
Charlotte,2020-03-29 0:00,Conventional ,1.28,370128.61,158243.44,57413.81,2309.69,152161.67,116859.36,35277.87,24.44
Chicago,2020-04-19 0:00,Conventional ,1.66,868184.45,127137.93,196603.82,49153.41,495289.29,156404.76,270199.39,68685.14
Chicago,2020-04-12 0:00,Conventional ,1.67,893700.41,131629.84,199198.66,58028.69,504843.22,146816.68,296019.3,62007.24
Chicago,2020-04-05 0:00,Conventional ,1.5,838147.95,133557.31,231651.6,46032.56,426906.48,165038.46,205049.23,56818.79
Chicago,2020-03-29 0:00,Conventional ,1.46,848440.26,124856.02,197715.75,39890.38,485978.11,164160.54,265161.99,56655.58
Cincinnati/Dayton,2020-04-19 0:00,Conventional ,1.24,338682.46,104847.69,13169.72,9881.4,210783.65,191864.89,18534.87,383.89
Cincinnati/Dayton,2020-04-12 0:00,Conventional ,1.08,376994.7,115449.02,13419.26,9263.02,238863.4,222683.45,11386.46,4793.49
Cincinnati/Dayton,2020-04-05 0:00,Conventional ,0.83,442996.84,124403.87,17275.42,10567.59,290749.96,268927.19,15840.77,5982
Cincinnati/Dayton,2020-03-29 0:00,Conventional ,0.84,384240.78,97834.74,13712.24,8201.85,264491.95,241601.59,19897.24,2993.12
Columbus,2020-04-19 0:00,Conventional ,1.15,269016.51,88423.17,10975.17,2376.63,167241.54,160329.49,6744.03,168.02
Columbus,2020-04-12 0:00,Conventional ,1.08,279614.43,89821.14,12542.85,2447.16,174803.28,167094.68,6488.27,1220.33
Columbus,2020-04-05 0:00,Conventional ,0.95,311225.2,103192.68,15023.61,1873,191135.91,183926.46,6574.93,634.52
Columbus,2020-03-29 0:00,Conventional ,0.95,284082.42,80421.83,12176.23,1762.49,189721.87,182190.56,6155.6,1375.71
Dallas/Ft. Worth,2020-04-19 0:00,Conventional ,0.82,1967582.29,762501.25,252858.92,12976.58,939245.54,684497.3,254275.18,473.06
Dallas/Ft. Worth,2020-04-12 0:00,Conventional ,0.9,1749550.51,798105.04,217868.66,6594.11,726982.7,486871.78,239654.23,456.69
Dallas/Ft. Worth,2020-04-05 0:00,Conventional ,0.9,1793380.76,769030.49,234551.78,6852.11,782946.38,536844.12,245789.67,312.59
Dallas/Ft. Worth,2020-03-29 0:00,Conventional ,0.93,1687570.78,665067.9,227851.8,5660.62,788990.46,467677.39,321143.03,170.04
Denver,2020-04-19 0:00,Conventional ,1.15,1097187.76,203993.9,94190.77,60267.04,738736.05,283280.57,403922.78,51532.7
Denver,2020-04-12 0:00,Conventional ,1.15,1114310.34,252040.41,146816.39,1878.21,713575.33,294172.86,412040.27,7362.2
Denver,2020-04-05 0:00,Conventional ,1.09,1100058.13,245503.75,156088.89,701.45,697764.04,332677.53,363791.31,1295.2
Denver,2020-03-29 0:00,Conventional ,1.26,1075444.36,217395.43,119767.11,1824.87,736456.95,313759.2,413388.48,9309.27
Detroit,2020-04-19 0:00,Conventional ,1.18,566541.88,162393.38,33904.38,41925.91,328318.21,313196.98,10272.41,4848.82
Detroit,2020-04-12 0:00,Conventional ,1.22,593486,164984.95,37175.29,42952.64,348373.12,334308.54,8762.78,5301.8
Detroit,2020-04-05 0:00,Conventional ,1.03,573957.32,167536.4,37949,36196.91,332275.01,321779.53,6195.9,4299.58
Detroit,2020-03-29 0:00,Conventional ,0.97,604554.83,141486.31,35626.68,32207.7,395234.14,382882.6,9126.08,3225.46
Grand Rapids,2020-04-19 0:00,Conventional ,1.6,187338.87,27259.61,61518.17,42288.15,56272.94,41017.56,6377.03,8878.35
Grand Rapids,2020-04-12 0:00,Conventional ,1.67,197898.58,35136.25,54769.29,45654.44,62338.6,48239.28,6464.1,7635.22
Grand Rapids,2020-04-05 0:00,Conventional ,1.27,208105.87,46142.64,54274.44,40286.15,67402.64,54398.59,3599.36,9404.69
Grand Rapids,2020-03-29 0:00,Conventional ,1.17,241777.31,39805.89,60286.72,34181.01,107503.69,93516.19,5064.78,8922.72
Great Lakes,2020-04-19 0:00,Conventional ,1.27,4665970.34,1181558.69,693066.99,227007.84,2564336.82,1904958.62,539192.24,120185.96
Great Lakes,2020-04-12 0:00,Conventional ,1.25,4902536.4,1235849.52,691713.97,245289.59,2729683.32,2031671.89,583388.47,114622.96
Great Lakes,2020-04-05 0:00,Conventional ,1.08,5064441.71,1322848.95,764053.9,211239.39,2766299.47,2141958.32,510779.28,113561.87
Great Lakes,2020-03-29 0:00,Conventional ,1.07,4874615.78,1111520.78,677621.09,182996.06,2902477.85,2249164.94,546564.79,106748.12
Harrisburg/Scranton,2020-04-19 0:00,Conventional ,1.2,375191.47,124009.2,125179.38,396.85,125606.04,108652.03,14212.9,2741.11
Harrisburg/Scranton,2020-04-12 0:00,Conventional ,1.13,419160.21,132852.72,136129.91,379.52,149798.06,130997.45,15991.72,2808.89
Harrisburg/Scranton,2020-04-05 0:00,Conventional ,1.14,404766.83,123975.43,137065.96,199.52,143525.92,117049.75,22642.84,3833.33
Harrisburg/Scranton,2020-03-29 0:00,Conventional ,1.15,375614.4,118144.13,134242.45,326.94,122900.88,90516.81,29355.18,3028.89
Hartford/Springfield,2020-04-19 0:00,Conventional ,1.53,409971.49,12316.1,300233.13,98.84,97323.42,85212.27,10985.59,1125.56
Hartford/Springfield,2020-04-12 0:00,Conventional ,1.49,408507.79,12754.76,287841.23,234.92,107676.88,90011.83,15497.16,2167.89
Hartford/Springfield,2020-04-05 0:00,Conventional ,1.51,439570,14168.09,319153.53,236.78,106011.6,85350.73,18407.55,2253.32
Hartford/Springfield,2020-03-29 0:00,Conventional ,1.5,387971.32,12022.07,301382.79,235.29,74331.17,59660.52,13029.54,1641.11
Houston,2020-04-19 0:00,Conventional ,0.8,1898693.37,791066.02,284316.62,11074.39,812236.34,441596.23,337636.27,33003.84
Houston,2020-04-12 0:00,Conventional ,0.86,1819577.23,888257.64,261553.91,3024.75,666740.93,380042.47,267691.14,19007.32
Houston,2020-04-05 0:00,Conventional ,0.86,1813357.04,729848.77,296559.97,2658.4,784289.9,428889.7,343096.52,12303.68
Houston,2020-03-29 0:00,Conventional ,0.9,1608774.66,540716.85,234133.45,4331.99,829592.37,396359.43,421296.23,11936.71
Indianapolis,2020-04-19 0:00,Conventional ,1.12,279648.39,93672.63,25239.01,3786.63,156950.12,151077.85,5269.87,602.4
Indianapolis,2020-04-12 0:00,Conventional ,1.01,315138.94,103357.48,26850.35,3635.79,181295.32,175001.09,4169.65,2124.58
Indianapolis,2020-04-05 0:00,Conventional ,0.94,324191.05,104152.14,29698.13,3314.78,187026,179569.77,4682.48,2773.75
Indianapolis,2020-03-29 0:00,Conventional ,0.95,291479.47,86709.95,26213.3,3227.33,175328.89,167523.16,4769.86,3035.87
Jacksonville,2020-04-19 0:00,Conventional ,1.26,266140.19,101120.08,41803.25,88,123128.86,61321.77,61798.2,8.89
Jacksonville,2020-04-12 0:00,Conventional ,1.3,237887.07,79565.87,29355.77,100.85,128864.58,53845.62,74948.97,69.99
Jacksonville,2020-04-05 0:00,Conventional ,1.26,279372.31,98772,22117.85,146.71,158335.75,63068.43,90952.88,4314.44
Jacksonville,2020-03-29 0:00,Conventional ,1.29,271480.6,113686.3,7923.88,212.95,149657.47,131470.69,17706.78,480
Las Vegas,2020-04-19 0:00,Conventional ,1.01,463740.96,71878.89,57937.95,134.27,333789.85,102878.19,225302.16,5609.5
Las Vegas,2020-04-12 0:00,Conventional ,1.14,400297.1,80949.22,45434.69,157.58,273755.61,120922.22,147113.79,5719.6
Las Vegas,2020-04-05 0:00,Conventional ,1.04,437332.41,82761.47,54350.04,123.95,300096.95,122426.38,171728.55,5942.02
Las Vegas,2020-03-29 0:00,Conventional ,1.03,364151.98,73800.75,44135.82,91.63,246123.78,95212.32,144759.05,6152.41
Los Angeles,2020-04-19 0:00,Conventional ,1.24,3587854.83,1026898.32,169835.92,104073.32,2287047.27,1193782.07,797847.8,295417.4
Los Angeles,2020-04-12 0:00,Conventional ,1.33,3286615.74,1030319.61,118229.01,121162.49,2016904.63,1227352.03,507046.89,282505.71
Los Angeles,2020-04-05 0:00,Conventional ,1.29,3241375.94,1074451.93,96051.17,121843.48,1949029.36,1205754.24,591694.51,151580.61
Los Angeles,2020-03-29 0:00,Conventional ,1.34,2955287.84,908891.75,101701.78,95156.38,1849537.93,1029612.68,631966.93,187958.32
Louisville,2020-04-19 0:00,Conventional ,1.08,129956.39,40494.8,11394.89,97.04,77969.66,62355.7,15601.29,12.67
Louisville,2020-04-12 0:00,Conventional ,1.04,146425.39,49409.91,11270.78,152.87,85591.83,70030.13,15555.03,6.67
Louisville,2020-04-05 0:00,Conventional ,0.9,166873.49,50375.77,10331.52,118.64,106047.56,91850.07,14197.49,0
Louisville,2020-03-29 0:00,Conventional ,0.84,158840.06,44864.02,8741.84,98.43,105135.77,92881.35,12254.42,0
Miami/Ft. Lauderdale,2020-04-19 0:00,Conventional ,1.26,1157184.75,585365.62,41098.66,347.72,530310.26,495723.08,34558.29,28.89
Miami/Ft. Lauderdale,2020-04-12 0:00,Conventional ,1.31,1050040.91,539754.3,40092.22,523.82,469666.38,422360.39,43013.93,4292.06
Miami/Ft. Lauderdale,2020-04-05 0:00,Conventional ,1.29,1201964.92,732861.73,52261.7,752.26,416089.23,352476.94,51372.72,12239.57
Miami/Ft. Lauderdale,2020-03-29 0:00,Conventional ,1.29,1168465.86,529350.61,40260.6,710.54,598141.86,548254.8,45663.05,4224.01
Midsouth,2020-04-19 0:00,Conventional ,1.17,4785192.32,1639147.6,922872.66,14671.04,2208501.02,1644873.58,540836.12,22791.32
Midsouth,2020-04-12 0:00,Conventional ,1.16,4884481.74,1637071.33,944071.29,11772.31,2291566.81,1659676.23,607470.33,24420.25
Midsouth,2020-04-05 0:00,Conventional ,1.09,5148227.49,1782262.8,1009663.83,11005.24,2345295.62,1743673.91,581625.8,19995.91
Midsouth,2020-03-29 0:00,Conventional ,1.17,4650922.87,1567337.72,908531.89,9111,2165942.26,1564359.93,580420.81,21161.52
Nashville,2020-04-19 0:00,Conventional ,0.99,336740.47,142148.61,12857.34,36.93,181697.59,166475.66,15183.04,38.89
Nashville,2020-04-12 0:00,Conventional ,0.99,325901.17,148374.02,12267.63,25.13,165234.39,147982.9,17214.03,37.46
Nashville,2020-04-05 0:00,Conventional ,0.97,346272.8,145005.12,8906.47,41.57,192319.64,175799.81,16470.53,49.3
Nashville,2020-03-29 0:00,Conventional ,0.99,314494.79,130239,7244.45,24.26,176987.08,164360.07,12607.39,19.62
New Orleans/Mobile,2020-04-19 0:00,Conventional ,0.93,412109.35,191687.71,29072.78,363.69,190985.17,148426.78,33403.95,9154.44
New Orleans/Mobile,2020-04-12 0:00,Conventional ,1.02,342378.93,173906.73,17598.28,56.58,150817.34,105566.28,35542.98,9708.08
New Orleans/Mobile,2020-04-05 0:00,Conventional ,0.99,366356.64,187601.56,18725.96,21.26,160007.86,123820.81,26497.05,9690
New Orleans/Mobile,2020-03-29 0:00,Conventional ,1.01,328687.51,160806.67,12473.97,29,155377.87,134483.61,13894.26,7000
New York,2020-04-19 0:00,Conventional ,1.55,1949917.8,85076.8,1022381.78,1102.38,841356.84,682672.4,154683.72,4000.72
New York,2020-04-12 0:00,Conventional ,1.56,2069103.19,81900.14,1101338.54,1783.37,884081.14,718120.27,160331.17,5629.7
New York,2020-04-05 0:00,Conventional ,1.57,2189933.35,92232.12,1179802.19,1045.63,916853.41,692034.7,219051.04,5767.67
New York,2020-03-29 0:00,Conventional ,1.58,2005974.08,79963.85,1200787.68,1146.55,724076,496392.71,223073.65,4609.64
Northeast,2020-04-19 0:00,Conventional ,1.41,6089881.14,653842.41,3008228.83,11813.51,2415996.39,1805443.36,582068.92,28484.11
Northeast,2020-04-12 0:00,Conventional ,1.4,6338286.86,657011.93,3174682.62,13396.67,2493195.64,1947765.75,512601.62,32828.27
Northeast,2020-04-05 0:00,Conventional ,1.43,6341257.08,615079.87,3312227.5,10906.79,2403042.92,1801823.02,567843.02,33376.88
Northeast,2020-03-29 0:00,Conventional ,1.38,6144063.96,644514.41,3400068.94,11626.56,2087854.05,1453336.58,603652.66,30864.81
Northern New England,2020-04-19 0:00,Conventional ,1.35,629676.74,80652.91,396337.07,154.68,152532.08,54709.69,95669.75,2152.64
Northern New England,2020-04-12 0:00,Conventional ,1.29,650767.48,79918.9,405111.7,209.97,165526.91,85454.78,76784.39,3287.74
Northern New England,2020-04-05 0:00,Conventional ,1.3,607413.94,78651.03,392311.32,193.72,136257.87,80865.41,52730.68,2661.78
Northern New England,2020-03-29 0:00,Conventional ,1.1,764712.99,111003.15,500923.43,156.64,152629.77,74060.55,74628.12,3941.1
Orlando,2020-04-19 0:00,Conventional ,1.17,671907.98,304773.22,17091.9,149,349893.86,308656.03,41181.16,56.67
Orlando,2020-04-12 0:00,Conventional ,1.2,606746.05,253169.86,13155.81,114.43,340305.95,290193.64,48576.75,1535.56
Orlando,2020-04-05 0:00,Conventional ,1.19,657548.27,285062.6,15910.03,104.41,356471.23,290626.91,58419.49,7424.83
Orlando,2020-03-29 0:00,Conventional ,1.19,656117.33,320620.08,15733.35,109,319654.9,264522.71,53987.74,1144.45
Philadelphia,2020-04-19 0:00,Conventional ,1.36,612093.83,106704.67,236550.97,264.64,268573.55,201274.85,63089.56,4209.14
Philadelphia,2020-04-12 0:00,Conventional ,1.34,658106.07,108980.67,240735.13,280.26,308110.01,237766.86,66693.14,3650.01
Philadelphia,2020-04-05 0:00,Conventional ,1.33,666297.76,111784.09,259314.15,428.37,294771.15,206981.26,83317.73,4472.16
Philadelphia,2020-03-29 0:00,Conventional ,1.38,603470.45,93475.95,238527.05,364.2,271103.25,171339.7,96213.47,3550.08
Phoenix/Tucson,2020-04-19 0:00,Conventional ,0.89,1460289.7,301648.95,260132.62,4681.83,893794.81,222247.78,661405.72,10141.31
Phoenix/Tucson,2020-04-12 0:00,Conventional ,0.98,1313242.72,393702.01,198648.26,5004.38,715820.64,317420.71,390183.94,8215.99
Phoenix/Tucson,2020-04-05 0:00,Conventional ,0.93,1365530.57,357577.06,197419.15,5346.84,805086.14,323691.78,474900.42,6493.94
Phoenix/Tucson,2020-03-29 0:00,Conventional ,0.91,1279263.09,310994.33,196594.29,6208.28,765392.57,211182.09,546422.31,7788.17
Pittsburgh,2020-04-19 0:00,Conventional ,0.91,234056.32,86632.66,18735.77,70.5,128617.39,119959.31,8658.08,0
Pittsburgh,2020-04-12 0:00,Conventional ,1.32,126836.83,44255.58,16425.81,79.44,66076,60833.77,5242.23,0
Pittsburgh,2020-04-05 0:00,Conventional ,1.33,125230.41,49716.08,17642.56,188.96,57682.81,51482.86,6189.95,10
Pittsburgh,2020-03-29 0:00,Conventional ,1.04,176014.68,64471.64,18812.11,483.23,92247.7,87764.1,4483.6,0
Plains,2020-04-19 0:00,Conventional ,1.12,2559526.21,1048982.08,449459.19,5119.74,1055965.2,889068.89,65293.58,101602.73
Plains,2020-04-12 0:00,Conventional ,1.2,2501285.65,994206.61,509274.94,2300.86,995503.24,766290.6,152355.25,76857.39
Plains,2020-04-05 0:00,Conventional ,1.17,2611015.94,1101623.44,476461.83,1809.66,1031121.01,847298.25,124310.96,59511.8
Plains,2020-03-29 0:00,Conventional ,1.19,2426431.49,980388.85,448549.77,2070.73,995422.14,796324.37,142344.52,56753.25
Portland,2020-04-19 0:00,Conventional ,1.26,856616.5,165523.74,86250.36,3327.09,601512.19,361619.76,216389.71,23502.72
Portland,2020-04-12 0:00,Conventional ,1.38,797985.07,146057.65,97110.87,3647.63,551161.72,271125.44,244163.59,35872.69
Portland,2020-04-05 0:00,Conventional ,1.28,825190.96,142969.13,86703.82,3676.47,591834.35,273332.74,278928.2,39573.41
Portland,2020-03-29 0:00,Conventional ,1.4,730900.42,107725.67,75904.36,3083.51,544163.13,262069.64,254578.11,27515.38
Raleigh/Greensboro,2020-04-19 0:00,Conventional ,1.14,505899.09,228769.5,77453.07,2655.83,197020.69,157633.79,39380.23,6.67
Raleigh/Greensboro,2020-04-12 0:00,Conventional ,1.18,486222.56,206480.77,81607.27,1986.92,196147.6,152848.47,43289.13,10
Raleigh/Greensboro,2020-04-05 0:00,Conventional ,1.14,485568.18,212565.5,77058.3,1809.91,194134.47,142889.32,51245.15,0
Raleigh/Greensboro,2020-03-29 0:00,Conventional ,1.19,483595.92,221929.99,68705.05,1309.04,191651.84,133118.5,58519.46,13.88
Richmond/Norfolk,2020-04-19 0:00,Conventional ,1.04,389291.53,109543.12,93132,835.97,185780.44,150047.09,30397.79,5335.56
Richmond/Norfolk,2020-04-12 0:00,Conventional ,1.02,415050.24,119059.9,90574.78,787.39,204628.17,160982.29,37628.35,6017.53
Richmond/Norfolk,2020-04-05 0:00,Conventional ,1.01,430213.69,132121.93,92008.68,565.87,205517.21,165619.23,34859.4,5038.58
Richmond/Norfolk,2020-03-29 0:00,Conventional ,1.03,383054.86,118274.5,71789.46,610.14,192380.76,154048.35,32378.22,5954.19
Roanoke,2020-04-19 0:00,Conventional ,1.01,227460.02,84451.56,27580.14,45.58,115382.74,89503.67,24441.3,1437.77
Roanoke,2020-04-12 0:00,Conventional ,1.02,223589.92,78381.6,26293.6,12.95,118901.77,91782.8,25390.9,1728.07
Roanoke,2020-04-05 0:00,Conventional ,0.98,245539.74,88153.13,26130.91,32.85,131222.85,103167.08,26531.33,1524.44
Roanoke,2020-03-29 0:00,Conventional ,1,217721.32,72668.15,22196.2,9.38,122847.59,98093.85,23110.42,1643.32
Sacramento,2020-04-19 0:00,Conventional ,1.36,552309,191966.57,194724.34,1560.12,164057.97,108876.84,45989.39,9191.74
Sacramento,2020-04-12 0:00,Conventional ,1.43,510780.7,165604.36,190698.63,2259.48,152218.23,94754.92,51616.06,5847.25
Sacramento,2020-04-05 0:00,Conventional ,1.4,583616.08,186419.62,193470.45,2260.66,201465.35,114870.57,80152.7,6442.08
Sacramento,2020-03-29 0:00,Conventional ,1.51,492736.41,169900.61,159693.1,1624.36,161518.34,88387.52,70336.41,2794.41
San Diego,2020-04-19 0:00,Conventional ,1.16,732693.74,122428.67,66815.02,12003.5,531446.55,223372.24,275496.03,32578.28
San Diego,2020-04-12 0:00,Conventional ,1.37,619866.59,126572.6,38409.96,16456.28,438427.75,239060.63,153668.44,45698.68
San Diego,2020-04-05 0:00,Conventional ,1.33,600708.78,130789.1,35198.89,17562.53,417158.26,234671.15,149418.7,33068.41
San Diego,2020-03-29 0:00,Conventional ,1.36,602844.28,110510.78,38604.53,12912.78,440816.19,210045.64,194927.49,35843.06
San Francisco,2020-04-19 0:00,Conventional ,1.24,1010744.19,287005.82,278865.08,3499.12,441374.17,198680.9,205319.37,37373.9
San Francisco,2020-04-12 0:00,Conventional ,1.65,821431.15,220945.38,224876.95,4405.67,371203.15,156013.86,193989.67,21199.62
San Francisco,2020-04-05 0:00,Conventional ,1.34,1255110.3,310542.52,354530.9,3972.27,586064.61,234835.12,327935.4,23294.09
San Francisco,2020-03-29 0:00,Conventional ,1.55,1007343.22,316295.15,225451.88,3434.6,462161.59,201306.95,256030.31,4824.33
Seattle,2020-04-19 0:00,Conventional ,1.6,709205.89,105631.13,108332.06,610.26,494632.44,225716.72,268829.07,86.65
Seattle,2020-04-12 0:00,Conventional ,1.66,708915.46,108519.02,95063.93,363.08,504969.43,227973.73,276413.17,582.53
Seattle,2020-04-05 0:00,Conventional ,1.6,683993.92,95957.14,89114.23,489.24,498433.31,222374.46,273822.65,2236.2
Seattle,2020-03-29 0:00,Conventional ,1.72,610892.11,76787.56,82479.85,209.29,451415.41,195132.01,256125.52,157.88
South Carolina,2020-04-19 0:00,Conventional ,1.16,619144.94,270523.71,73399.92,1311.09,273910.22,209628.46,62656.85,1624.91
South Carolina,2020-04-12 0:00,Conventional ,1.17,589052.22,253556.24,58958.04,1040.71,275497.23,193573.4,81815.68,108.15
South Carolina,2020-04-05 0:00,Conventional ,1.16,637621.91,287904.66,50366.84,1001.95,298348.46,215972.41,80389.89,1986.16
South Carolina,2020-03-29 0:00,Conventional ,1.17,571543.65,249683.11,48354.67,746.32,272759.55,238990.3,33556.27,212.98
South Central,2020-04-19 0:00,Conventional ,0.85,9401600.36,3790017.13,1176573.25,147641.54,4287368.44,2878646.02,1280880.17,127842.25
South Central,2020-04-12 0:00,Conventional ,0.92,8555196.91,3973685.31,1132058.63,60516.78,3388936.19,2229012.21,1051929.57,107994.41
South Central,2020-04-05 0:00,Conventional ,0.91,8827001.64,3791305.05,1226951.63,56979.2,3751765.76,2481712.98,1178590.59,91462.19
South Central,2020-03-29 0:00,Conventional ,0.95,8026668.25,3126689.77,1089439.68,54536.32,3756002.48,2227544.08,1446152.81,82305.59
Southeast,2020-04-19 0:00,Conventional ,1.15,6445743.41,3037482.98,333400.18,3003.99,3071791.55,2646244.52,413162.72,12384.31
Southeast,2020-04-12 0:00,Conventional ,1.18,5882139.74,2718988.39,276283.61,2944.96,2883918.44,2363660.56,497549.39,22708.49
Southeast,2020-04-05 0:00,Conventional ,1.16,6716805.36,3305733.77,273446.37,3233.7,3134391.52,2541541.51,534348.49,58501.52
Southeast,2020-03-29 0:00,Conventional ,1.18,6234849.42,2925477.13,233900.46,3148.81,3072317.71,2731871.52,323487.6,16958.59
Spokane,2020-04-19 0:00,Conventional ,1.44,114782.15,24534.24,10371.41,37.13,79839.37,47601.53,32233.1,4.74
Spokane,2020-04-12 0:00,Conventional ,1.43,124411.38,27633.06,12817.27,27.73,83933.32,46638.18,37052.22,242.92
Spokane,2020-04-05 0:00,Conventional ,1.31,125941.27,27570.1,10715.6,19.2,87636.37,45371.05,40928.44,1336.88
Spokane,2020-03-29 0:00,Conventional ,1.5,99838.68,18505.67,10843.87,57.59,70431.55,36514.36,33831.56,85.63
St. Louis,2020-04-19 0:00,Conventional ,1.2,271940.68,125839.68,15094.26,398.43,130608.31,111684.15,2442.19,16481.97
St. Louis,2020-04-12 0:00,Conventional ,1.25,239372.46,90676.59,22332.79,147.18,126215.9,101909.01,9812.41,14494.48
St. Louis,2020-04-05 0:00,Conventional ,1.27,267771.13,115334.4,15266.77,201.29,136968.67,118868,2772.03,15328.64
St. Louis,2020-03-29 0:00,Conventional ,1.21,237868.89,114751.31,13003.28,209.61,109904.69,94140.93,1956.11,13807.65
Syracuse,2020-04-19 0:00,Conventional ,1.25,101424.7,10250.21,34315.85,1124.36,55734.28,40265.89,13468.39,2000
Syracuse,2020-04-12 0:00,Conventional ,1.18,111555.58,14048.11,39953.59,1256.19,56297.69,45890.18,8744.17,1663.34
Syracuse,2020-04-05 0:00,Conventional ,1.2,102164.65,9092.71,35577.83,1155.59,56338.52,40493.79,14134.73,1710
Syracuse,2020-03-29 0:00,Conventional ,1.21,93761.76,9249.36,38973.77,1335.87,44202.76,36155.43,6761.78,1285.55
Tampa,2020-04-19 0:00,Conventional ,1.18,682391.99,297403.23,21641.93,477.41,362869.42,326083.04,36643.04,143.34
Tampa,2020-04-12 0:00,Conventional ,1.2,613163.84,255580.23,16571.81,454.56,340557.24,292465.51,44439.5,3652.23
Tampa,2020-04-05 0:00,Conventional ,1.19,666800.55,292270.45,22515.08,470.67,351544.35,291190.77,50618.27,9735.31
Tampa,2020-03-29 0:00,Conventional ,1.21,661173.64,307737.9,18971.11,824.64,333639.99,284304.99,46863.89,2471.11
Total U.S.,2020-04-19 0:00,Conventional ,1.14,50089191.6,15371297.43,8761487.94,661170.02,25295051.04,16144250.94,8128235.6,1022564.5
Total U.S.,2020-04-12 0:00,Conventional ,1.2,47850537.28,15337307.32,8657849.24,527482.31,23327706.76,15385868.36,7030807.23,911031.17
