region,Date,type,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags
Hartford/Springfield,2018-09-09 0:00,Organic,2.18,13804.45,2481.58,2615.11,0,8707.76,8694.43,13.33,0
Houston,2018-09-09 0:00,Organic,1.05,42268.89,9111.48,147.65,0,33009.76,32463.1,546.66,0
Indianapolis,2018-09-09 0:00,Organic,1.52,8659.97,510.6,1672.74,0,6476.63,2731.37,3745.26,0
Jacksonville,2018-09-09 0:00,Organic,1.56,5779.92,144.53,1094.74,0,4540.65,4526.67,13.98,0
Las Vegas,2018-09-09 0:00,Organic,1.75,13968.45,4798.14,2453.64,0,6716.67,6653.33,63.34,0
Los Angeles,2018-09-09 0:00,Organic,1.83,92729.22,16856.84,25834.74,0,50037.64,49910.79,126.85,0
Louisville,2018-09-09 0:00,Organic,1.74,2457.98,3.96,1210.93,0,1243.09,916.25,326.84,0
Miami/Ft. Lauderdale,2018-09-09 0:00,Organic,1.19,17210.71,115.38,6.09,0,17089.24,17075.91,13.33,0
Midsouth,2018-09-09 0:00,Organic,1.85,158208.36,3319.21,44354.49,590.47,109932.04,99441.18,10490.86,0
Nashville,2018-09-09 0:00,Organic,1.72,6443.14,45.96,2349.81,0,4047.37,3210.22,837.15,0
New Orleans/Mobile,2018-09-09 0:00,Organic,1.55,3837.18,491.69,201.38,0,3144.11,2557.45,586.66,0
New York,2018-09-09 0:00,Organic,1.95,99175.77,14675.33,13827.92,1176.76,69495.76,69486.87,8.89,0
Northeast,2018-09-09 0:00,Organic,1.71,289605.21,27338.54,29769.98,1018.82,231477.87,217591.33,13886.54,0
Northern New England,2018-09-09 0:00,Organic,1.56,30648.48,0,4999.04,0,25649.44,19385.43,6264.01,0
Orlando,2018-09-09 0:00,Organic,1.4,18655.96,349.27,1862.64,0,16444.05,16356.45,87.6,0
Philadelphia,2018-09-09 0:00,Organic,1.64,25359.68,3279.07,3194.41,8.28,18877.92,18867.92,10,0
Phoenix/Tucson,2018-09-09 0:00,Organic,1.54,25416.6,7493.32,4059.61,0,13863.67,13670.77,192.9,0
Pittsburgh,2018-09-09 0:00,Organic,1.48,15198.81,1500.04,10.91,0,13687.86,13684.53,3.33,0
Plains,2018-09-09 0:00,Organic,1.53,78357.15,6246.35,7711.06,31.48,64368.26,57093.2,7275.06,0
Portland,2018-09-09 0:00,Organic,2.24,30586.01,1363.34,8824.58,0,20398.09,4461.75,15928.66,7.68
Raleigh/Greensboro,2018-09-09 0:00,Organic,2.6,16195.72,35.79,7506.97,151.97,8500.99,7807.56,693.43,0
Richmond/Norfolk,2018-09-09 0:00,Organic,1.46,18661.61,39.6,3708.28,76.61,14837.12,12675.23,2161.89,0
Roanoke,2018-09-09 0:00,Organic,1.8,6369.4,250.48,1609.31,0,4509.61,3175.46,1334.15,0
Sacramento,2018-09-09 0:00,Organic,1.89,11180.15,2148.46,3424.21,0,5607.48,5550.82,56.66,0
San Diego,2018-09-09 0:00,Organic,2.01,17382.49,4425.23,9181.03,0,3776.23,3766.23,10,0
San Francisco,2018-09-09 0:00,Organic,2.22,34338.72,9170.71,9928.3,0,15239.71,15213.05,26.66,0
Seattle,2018-09-09 0:00,Organic,2.23,65094.33,1386.71,20051.77,11.91,43643.94,2302.37,41320.99,20.58
South Carolina,2018-09-09 0:00,Organic,1.67,16773.53,41.51,5542.92,96.93,11092.17,10408.33,683.84,0
South Central,2018-09-09 0:00,Organic,1.36,158265.97,34447.86,5875.68,0,117942.43,98958.19,18984.24,0
Southeast,2018-09-09 0:00,Organic,1.45,144255.54,1626.04,25032.51,112.85,117484.14,111693.74,5790.4,0
Spokane,2018-09-09 0:00,Organic,2.08,5305.44,217.49,1589.97,4.22,3493.76,1124.53,2362.19,7.04
St. Louis,2018-09-09 0:00,Organic,2.05,7958.28,1052.09,4051.78,17.59,2836.82,2820.15,16.67,0
Syracuse,2018-09-09 0:00,Organic,1.28,5937.06,148.36,217.74,0,5570.96,5570.96,0,0
Tampa,2018-09-09 0:00,Organic,1.33,16616.03,274.9,1206.28,0,15134.85,15105.05,29.8,0
West,2018-09-09 0:00,Organic,1.82,316427.53,44445.85,58611.68,193.42,213176.58,109255.29,103880.14,41.15
West Tex/New Mexico,2018-09-09 0:00,Organic,1.66,25388.69,7892.85,4015.78,50.01,13430.05,12790.04,640.01,0
Total U.S.,2018-09-16 0:00,Organic,1.7,1449050.99,149479.52,268279.7,1517.62,1029631.66,856569.46,173053.04,9.16
Albany,2018-09-16 0:00,Organic,1.63,2669.46,13.17,379.59,0,2276.7,2266.7,10,0
Atlanta,2018-09-16 0:00,Organic,1.74,19378.34,282.54,6396.21,0,12699.59,7150.82,5548.77,0
Baltimore/Washington,2018-09-16 0:00,Organic,1.53,41662.62,1043.67,5213.6,35.76,35369.59,35163.09,206.5,0
Boise,2018-09-16 0:00,Organic,2.06,3867.05,0,1134.8,0,2732.25,1336.64,1395.61,0
Boston,2018-09-16 0:00,Organic,1.67,32478.05,1023.16,1404.78,0,30050.11,23232.72,6817.39,0
Buffalo/Rochester,2018-09-16 0:00,Organic,1.21,14498.5,360.79,79.83,0,14057.88,14051.21,6.67,0
California,2018-09-16 0:00,Organic,1.96,198705.16,41726.71,64016.51,4.79,92957.15,92127.09,830.06,0
Charlotte,2018-09-16 0:00,Organic,2.08,13081.84,63.74,5423.25,192.86,7401.99,6942.95,459.04,0
Chicago,2018-09-16 0:00,Organic,1.8,54982.36,416.97,20944.8,0,33620.59,33601.63,18.96,0
Cincinnati/Dayton,2018-09-16 0:00,Organic,1.83,10881.82,825.93,5554.83,0,4501.06,1900.22,2600.84,0
Columbus,2018-09-16 0:00,Organic,1.7,8452.21,533.86,2161.89,0,5751.57,3223.89,2527.68,0
Dallas/Ft. Worth,2018-09-16 0:00,Organic,1.43,31793.95,6776.38,996.3,0,24021.27,20368.16,3653.11,0
Denver,2018-09-16 0:00,Organic,1.58,60917.27,8117.91,1041.2,129.17,51628.99,27243.21,24385.78,0
Detroit,2018-09-16 0:00,Organic,1.6,14228.89,522.03,3811.84,0,9828.38,5982.19,3846.19,0
Grand Rapids,2018-09-16 0:00,Organic,1.41,9825.75,45.92,1430.74,0,8349.09,8152.53,196.56,0
Great Lakes,2018-09-16 0:00,Organic,1.66,180803.03,6151.18,47206.94,6.53,127295.89,104467.82,22828.07,0
Harrisburg/Scranton,2018-09-16 0:00,Organic,1.46,13563.56,261.93,552.49,0,12749.14,12628.73,120.41,0
Hartford/Springfield,2018-09-16 0:00,Organic,2.18,12301.21,2897.64,1369.85,0,8033.72,8023.72,10,0
Houston,2018-09-16 0:00,Organic,1.04,43111.17,8825.28,607.35,0,33678.54,33108.54,570,0
Indianapolis,2018-09-16 0:00,Organic,1.56,8093.08,600.03,1526.57,0,5966.48,2171.69,3794.79,0
Jacksonville,2018-09-16 0:00,Organic,1.43,5240.83,116.07,723.51,2.64,4398.61,3636.21,762.4,0
Las Vegas,2018-09-16 0:00,Organic,1.74,15318.56,2547.22,2750.09,0,10021.25,9997.92,23.33,0
Los Angeles,2018-09-16 0:00,Organic,1.85,97542.1,20292.46,28358.73,0,48890.91,48741.79,149.12,0
Louisville,2018-09-16 0:00,Organic,1.72,3438.94,1.32,977.98,0,2459.64,961.96,1497.68,0
Miami/Ft. Lauderdale,2018-09-16 0:00,Organic,1.14,15361.84,233.96,6.77,0,15121.11,15077.78,43.33,0
Midsouth,2018-09-16 0:00,Organic,1.77,147487.44,2662.76,37699.47,495.55,106629.66,94462.03,12167.63,0
Nashville,2018-09-16 0:00,Organic,1.76,8622.59,62.4,2261.32,0,6298.87,2954.14,3344.73,0
New Orleans/Mobile,2018-09-16 0:00,Organic,1.41,3210.6,495.1,225.04,0,2490.46,1818.88,671.58,0
New York,2018-09-16 0:00,Organic,1.95,86558.86,14891.5,13684.5,770.13,57212.73,57205.35,7.38,0
Northeast,2018-09-16 0:00,Organic,1.72,250871.92,27568.21,25712.08,669.75,196921.88,185245.79,11676.09,0
Northern New England,2018-09-16 0:00,Organic,1.55,24655.74,0,4084.6,0,20571.14,15729.14,4842,0
Orlando,2018-09-16 0:00,Organic,1.52,17248.77,358.86,1631.33,0,15258.58,11933.84,3324.74,0
Philadelphia,2018-09-16 0:00,Organic,1.66,24780.53,3528.62,3337.97,6.08,17907.86,17787.32,120.54,0
Phoenix/Tucson,2018-09-16 0:00,Organic,1.55,24478.76,3357.27,4109.77,0,17011.72,16958.81,52.91,0
Pittsburgh,2018-09-16 0:00,Organic,1.46,13770.78,1181.97,7.37,0,12581.44,12578.11,3.33,0
Plains,2018-09-16 0:00,Organic,1.57,70701.32,7591.4,7836.68,47.22,55226.02,47652.11,7573.91,0
Portland,2018-09-16 0:00,Organic,2.24,25977.1,1378.61,8364.43,0,16234.06,2371.78,13850.74,11.54
Raleigh/Greensboro,2018-09-16 0:00,Organic,2.25,15094.02,41.06,5597.07,111.23,9344.66,9044.44,300.22,0
Richmond/Norfolk,2018-09-16 0:00,Organic,1.49,11512.06,51.62,3472.77,37.06,7950.61,7413.87,536.74,0
Roanoke,2018-09-16 0:00,Organic,1.83,5428.74,357.37,1732.74,0,3338.63,2738.89,599.74,0
Sacramento,2018-09-16 0:00,Organic,2,9640.35,2316.23,2839.15,0,4484.97,4301.63,183.34,0
San Diego,2018-09-16 0:00,Organic,2.06,17836.6,5114.25,9851.49,0,2870.86,2864.19,6.67,0
San Francisco,2018-09-16 0:00,Organic,2.14,38736.65,9120.04,9472.17,1.52,20142.92,20026.26,116.66,0
Seattle,2018-09-16 0:00,Organic,2.27,43266.16,1300.14,16338.87,47.67,25579.48,2640.18,22939.3,0
South Carolina,2018-09-16 0:00,Organic,1.66,14951.3,74.66,3926.98,30.98,10918.68,9751.69,1166.99,0
South Central,2018-09-16 0:00,Organic,1.3,158306.83,30864.27,8676,0,118766.56,109556.47,9210.09,0
Southeast,2018-09-16 0:00,Organic,1.5,139515.13,2081.72,23230.84,40.95,114161.62,95128.39,19033.23,0
Spokane,2018-09-16 0:00,Organic,2.11,5209.23,235.58,1763.66,0,3209.99,1006.34,2203.65,0
St. Louis,2018-09-16 0:00,Organic,1.81,9008.54,1168.51,3678.93,29.85,4131.25,4114.58,16.67,0
Syracuse,2018-09-16 0:00,Organic,1.26,4506.21,77.44,193.36,0,4235.41,4235.41,0,0
Tampa,2018-09-16 0:00,Organic,1.46,14315.97,364.53,2029.3,0,11922.14,10346.15,1575.99,0
West,2018-09-16 0:00,Organic,1.81,302660.23,30833.27,53901.18,252.83,217672.95,127929.82,89733.97,9.16
West Tex/New Mexico,2018-09-16 0:00,Organic,1.57,29754.97,4222.51,3008.94,0,22523.52,22307.12,216.4,0
Total U.S.,2018-09-23 0:00,Organic,1.68,1439915.54,138270.98,268164.05,962.57,1032427.98,837568.14,194683.59,176.25
Albany,2018-09-23 0:00,Organic,1.66,3088.74,31.52,473.96,0,2583.26,2583.26,0,0
Atlanta,2018-09-23 0:00,Organic,1.7,19385.87,352.1,5347.96,0,13685.81,7230.69,6455.12,0
Baltimore/Washington,2018-09-23 0:00,Organic,1.54,37919.27,1075.92,5106.29,25.08,31711.98,31385.81,326.17,0
Boise,2018-09-23 0:00,Organic,2.09,3279.52,5,960.82,0,2313.7,935.31,1378.39,0
Boston,2018-09-23 0:00,Organic,1.61,37274.83,1117.86,1316.85,0,34840.12,26021.84,8818.28,0
Buffalo/Rochester,2018-09-23 0:00,Organic,1.19,19474.26,313.66,133.83,0,19026.77,19003.44,23.33,0
California,2018-09-23 0:00,Organic,1.82,204456.17,41022.28,67689.45,0,95744.44,94628.54,1115.9,0
Charlotte,2018-09-23 0:00,Organic,2.05,11897.48,40.12,5654.66,115.94,6086.76,5078.99,1007.77,0
Chicago,2018-09-23 0:00,Organic,1.79,53157.71,378.46,20092.95,0,32686.3,32636.3,50,0
Cincinnati/Dayton,2018-09-23 0:00,Organic,1.78,13926.06,1216.45,4571.29,0,8138.32,3484.74,4653.58,0
Columbus,2018-09-23 0:00,Organic,1.68,8896.27,800.29,1892.51,0,6203.47,3590.75,2612.72,0
Dallas/Ft. Worth,2018-09-23 0:00,Organic,1.48,29149.69,6263.72,976.73,0,21909.24,16172.35,5736.89,0
Denver,2018-09-23 0:00,Organic,1.56,50077.45,4990.66,975.27,76.56,44034.96,21014.18,23018.16,2.62
Detroit,2018-09-23 0:00,Organic,1.56,15937.83,714.4,3405.82,0,11788.9,7853.52,3935.38,0
Grand Rapids,2018-09-23 0:00,Organic,1.41,10749.35,37.66,1487.75,0,9223.94,8897.08,326.86,0
Great Lakes,2018-09-23 0:00,Organic,1.63,189692.32,6307,43933.81,14.77,139346.78,114549.85,24796.93,0
Harrisburg/Scranton,2018-09-23 0:00,Organic,1.48,13164.19,321.87,385.06,0,12457.26,12313.57,143.69,0
Hartford/Springfield,2018-09-23 0:00,Organic,2.16,12694.77,3206.23,1293.51,0,8195.03,8191.7,3.33,0
Houston,2018-09-23 0:00,Organic,1.04,33428.72,7790.86,158.61,0,25479.25,23952.59,1526.66,0
Indianapolis,2018-09-23 0:00,Organic,1.48,8895.64,417.4,1225.64,0,7252.6,3660.3,3592.3,0
Jacksonville,2018-09-23 0:00,Organic,1.68,7753.1,218.27,1280.71,5.28,6248.84,2856.66,3392.18,0
Las Vegas,2018-09-23 0:00,Organic,1.74,13804.62,2734.62,2428.69,0,8641.31,8621.31,20,0
Los Angeles,2018-09-23 0:00,Organic,1.69,109788.22,21171.57,33461.86,0,55154.79,55053.24,101.55,0
Louisville,2018-09-23 0:00,Organic,1.51,4118.16,10.63,1500.32,0,2607.21,1558.48,1048.73,0
Miami/Ft. Lauderdale,2018-09-23 0:00,Organic,1.26,11625.53,459.53,9.33,0,11156.67,11110,46.67,0
Midsouth,2018-09-23 0:00,Organic,1.78,151615.66,2704.52,40908.14,456.2,107546.8,91246.09,16300.71,0
Nashville,2018-09-23 0:00,Organic,1.59,8606.64,69.9,2549.29,0,5987.45,3719.83,2267.62,0
New Orleans/Mobile,2018-09-23 0:00,Organic,1.56,4646.87,470.6,187.18,0,3989.09,2267.79,1721.3,0
New York,2018-09-23 0:00,Organic,1.95,88571.06,13294.86,13531.47,207.64,61537.09,61323.18,213.91,0
Northeast,2018-09-23 0:00,Organic,1.69,270381.87,25969.02,25611.65,193.85,218607.35,203924.44,14682.91,0
Northern New England,2018-09-23 0:00,Organic,1.55,28295.43,0,4565.1,0,23730.33,18183.93,5546.4,0
Orlando,2018-09-23 0:00,Organic,1.56,16042.27,383.57,1702.79,0,13955.91,10839.27,3116.64,0
Philadelphia,2018-09-23 0:00,Organic,1.64,24430.65,3042.89,2989.5,12.99,18385.27,18343.98,41.29,0
Phoenix/Tucson,2018-09-23 0:00,Organic,1.6,21274.89,3287.45,4003.7,0,13983.74,13927.5,56.24,0
Pittsburgh,2018-09-23 0:00,Organic,1.48,13102.96,1393.69,9.26,0,11700.01,11690.01,10,0
Plains,2018-09-23 0:00,Organic,1.46,72645.63,5191.37,8444,37.88,58972.38,52662.22,6310.16,0
Portland,2018-09-23 0:00,Organic,2.25,25892.39,1196.4,8005.63,0,16690.36,1764.97,14863.47,61.92
Raleigh/Greensboro,2018-09-23 0:00,Organic,2.35,14488.22,49.82,6135.04,98,8205.36,7451.62,753.74,0
Richmond/Norfolk,2018-09-23 0:00,Organic,1.5,15451.03,23.04,3324.35,62.34,12041.3,9653.1,2388.2,0
Roanoke,2018-09-23 0:00,Organic,1.79,6506.31,173.89,1644.22,0,4688.2,2592.48,2095.72,0
Sacramento,2018-09-23 0:00,Organic,1.92,9034.28,2096.28,3020.77,0,3917.23,3593.9,323.33,0
San Diego,2018-09-23 0:00,Organic,1.86,19961.7,4288.28,9824.82,0,5848.6,5829.31,19.29,0
San Francisco,2018-09-23 0:00,Organic,2.16,30467.12,8667.63,8499.36,0,13300.13,13266.79,33.34,0
Seattle,2018-09-23 0:00,Organic,2.32,38533.15,1162.47,15183.96,21.31,22165.41,1746.75,20315.09,103.57
South Carolina,2018-09-23 0:00,Organic,1.64,20039.29,62.13,5224.73,90.34,14662.09,12286.1,2375.99,0
South Central,2018-09-23 0:00,Organic,1.33,141991.74,29146.94,6424.13,0,106420.67,91361.72,15058.95,0
Southeast,2018-09-23 0:00,Organic,1.56,141786.62,2478.95,23158.42,109.53,116039.72,85963.17,30076.55,0
Spokane,2018-09-23 0:00,Organic,2.26,5454.12,287.98,2406.27,0,2759.87,406.08,2339.57,14.22
St. Louis,2018-09-23 0:00,Organic,1.66,10710.96,1302.21,3696.63,24.61,5687.51,5610.84,76.67,0
Syracuse,2018-09-23 0:00,Organic,1.26,6192.92,64.83,304.59,0,5823.5,5796.83,26.67,0
Tampa,2018-09-23 0:00,Organic,1.52,13521.81,328.48,1269.73,0,11923.6,8549.65,3373.95,0
West,2018-09-23 0:00,Organic,1.85,267345.48,25450.9,51994.44,150.34,189749.8,103232.08,86341.47,176.25
West Tex/New Mexico,2018-09-23 0:00,Organic,1.63,29456.8,5061.49,4047.62,5.87,20341.82,19997.8,344.02,0
Total U.S.,2018-09-30 0:00,Organic,1.67,1519326.55,127827.48,253467.17,772.71,1137180.28,911878.04,225186.05,116.19
Albany,2018-09-30 0:00,Organic,1.66,3080.77,31.58,567.26,0,2481.93,2481.93,0,0
Atlanta,2018-09-30 0:00,Organic,1.69,17326.36,173.02,5042.95,0,12110.39,6144.37,5966.02,0
Baltimore/Washington,2018-09-30 0:00,Organic,1.5,42143.6,973.66,5102.61,39.35,36027.98,35863.3,164.68,0
Boise,2018-09-30 0:00,Organic,1.95,3915.54,0,983.74,0,2931.8,1206.66,1722.14,3
Boston,2018-09-30 0:00,Organic,1.63,33057.9,435.95,1602.2,0,31019.75,20994.64,10025.11,0
Buffalo/Rochester,2018-09-30 0:00,Organic,1.21,13812.51,226.31,107.1,0,13479.1,9767.92,3711.18,0
California,2018-09-30 0:00,Organic,1.79,219257.85,37681.75,62693.19,0,118882.91,117872.54,1010.37,0
Charlotte,2018-09-30 0:00,Organic,2.04,13753.47,75.41,4968.24,77.32,8632.5,8114.34,518.16,0
Chicago,2018-09-30 0:00,Organic,1.86,50412.48,541.18,18254.17,0,31617.13,31617.13,0,0
Cincinnati/Dayton,2018-09-30 0:00,Organic,1.78,13551.62,846.32,4129.56,0,8575.74,2389.15,6186.59,0
Columbus,2018-09-30 0:00,Organic,1.68,8586.45,472.1,1497.99,0,6616.36,3447.65,3168.71,0
Dallas/Ft. Worth,2018-09-30 0:00,Organic,1.42,31063.33,5758.29,584.09,0,24720.95,20661.3,4059.65,0
Denver,2018-09-30 0:00,Organic,1.51,64572.73,6237.64,887.2,92.61,57355.28,45901.08,11454.2,0
Detroit,2018-09-30 0:00,Organic,1.57,14601,513.49,2952.35,0,11112.23,7274.86,3837.37,0
Grand Rapids,2018-09-30 0:00,Organic,1.37,9777.1,45.07,1155.94,0,8576.09,8553.47,22.62,0
Great Lakes,2018-09-30 0:00,Organic,1.64,180867.49,5096.78,38483.22,3.28,137205.3,109622.39,27582.91,0
Harrisburg/Scranton,2018-09-30 0:00,Organic,1.49,14745.68,372.08,313.99,0,14059.61,14032.9,26.71,0
Hartford/Springfield,2018-09-30 0:00,Organic,2.13,11542.64,1914.72,1814.89,2.88,7810.15,7810.15,0,0
Houston,2018-09-30 0:00,Organic,1.43,31949.35,6201.2,188.38,0,25559.77,21683.11,3876.66,0
Indianapolis,2018-09-30 0:00,Organic,1.47,9852.64,317.76,1389.5,0,8145.38,3938.39,4206.99,0
Jacksonville,2018-09-30 0:00,Organic,1.53,3715.64,112.41,601.69,11.88,2989.66,2844.44,145.22,0
Las Vegas,2018-09-30 0:00,Organic,1.67,15932.76,2662.38,2623.7,0,10646.68,10646.68,0,0
Los Angeles,2018-09-30 0:00,Organic,1.67,114452.14,19405.67,28306.04,0,66740.43,66678.86,61.57,0
Louisville,2018-09-30 0:00,Organic,1.51,5065.12,1.32,1485.02,0,3578.78,1410.09,2168.69,0
Miami/Ft. Lauderdale,2018-09-30 0:00,Organic,1.37,7477.96,424.74,5.44,0,7047.78,7047.78,0,0
Midsouth,2018-09-30 0:00,Organic,1.74,175158.8,2037.87,38131.61,332.27,134657.05,112358.07,22298.98,0
Nashville,2018-09-30 0:00,Organic,1.57,10583.76,34.87,2492.32,0,8056.57,3419.78,4636.79,0
New Orleans/Mobile,2018-09-30 0:00,Organic,1.54,3832.18,573.09,139.94,0,3119.15,2230.01,889.14,0
New York,2018-09-30 0:00,Organic,1.92,92188.39,12466.84,12582.18,221.31,66918.06,66879.64,38.42,0
Northeast,2018-09-30 0:00,Organic,1.7,257904.11,22551.04,25524.65,200.11,209628.31,186769.45,22858.86,0
Northern New England,2018-09-30 0:00,Organic,1.55,27121.72,0,4283.95,0,22837.77,17717.45,5120.32,0
Orlando,2018-09-30 0:00,Organic,1.43,10029.57,267.3,763.44,0,8998.83,8634.2,364.63,0
Philadelphia,2018-09-30 0:00,Organic,1.63,25079.34,2928.91,2832.07,5.4,19312.96,19289.1,23.86,0
Phoenix/Tucson,2018-09-30 0:00,Organic,1.4,33693.45,3387.95,3945.89,0,26359.61,26359.61,0,0
Pittsburgh,2018-09-30 0:00,Organic,1.5,11780.06,1557.56,3.68,0,10218.82,10218.82,0,0
Plains,2018-09-30 0:00,Organic,1.41,76003.53,5070.35,7218.02,4.71,63710.45,56923.77,6786.68,0
Portland,2018-09-30 0:00,Organic,2.06,31353.14,1086,8498.3,0,21768.84,1007.15,20759.76,1.93
Raleigh/Greensboro,2018-09-30 0:00,Organic,2.28,16319,50.7,5505.48,93.17,10669.65,10279.35,390.3,0
Richmond/Norfolk,2018-09-30 0:00,Organic,1.49,17024.15,36.03,3087.28,16.19,13884.65,11497.82,2386.83,0
Roanoke,2018-09-30 0:00,Organic,1.71,8488.14,25.37,1653.59,0,6809.18,4337.49,2471.69,0
Sacramento,2018-09-30 0:00,Organic,1.94,8934,1967.18,2963.92,0,4002.9,3736.23,266.67,0
San Diego,2018-09-30 0:00,Organic,1.85,21896.96,3585.44,9791.89,0,8519.63,8519.63,0,0
San Francisco,2018-09-30 0:00,Organic,2.03,37400.02,8153.89,8706.13,0,20540,20436.67,103.33,0
Seattle,2018-09-30 0:00,Organic,2.03,71646.61,1253.4,20011.82,9.31,50372.08,1115.69,49164.73,91.66
South Carolina,2018-09-30 0:00,Organic,1.57,20174.9,81.02,4367.63,59.48,15666.77,14305.05,1361.72,0
South Central,2018-09-30 0:00,Organic,1.48,139540.48,26000.37,5125.6,0,108414.51,85516.7,22897.81,0
Southeast,2018-09-30 0:00,Organic,1.55,109510.65,1671.41,18299.89,93.38,89445.97,75373.29,14072.68,0
Spokane,2018-09-30 0:00,Organic,2.13,4923.21,273.88,1987.24,0,2662.09,241.11,2420.98,0
St. Louis,2018-09-30 0:00,Organic,1.63,8864.62,1216.02,2769.53,3.51,4875.56,4875.56,0,0
Syracuse,2018-09-30 0:00,Organic,1.28,4945.81,75.16,218.5,0,4652.15,3620.72,1031.43,0
Tampa,2018-09-30 0:00,Organic,1.45,8259.37,172.01,653.21,0,7434.15,7308.89,125.26,0
West,2018-09-30 0:00,Organic,1.74,361083.67,27717.92,57990.98,138.97,275235.8,167441.83,107677.78,116.19
West Tex/New Mexico,2018-09-30 0:00,Organic,1.57,31498.55,4480.66,3356.59,2.94,23658.36,23235.1,423.26,0
Total U.S.,2018-10-07 0:00,Organic,1.63,1561631.06,121600.32,269683,861.6,1169439.48,947582.76,221832.12,24.6
Albany,2018-10-07 0:00,Organic,1.39,4460.45,14.76,389.82,0,4055.87,4055.87,0,0
Atlanta,2018-10-07 0:00,Organic,1.7,19639.59,168.27,4874.67,0,14596.65,6611.39,7985.26,0
Baltimore/Washington,2018-10-07 0:00,Organic,1.49,38622.56,805.12,4892.22,24.9,32900.32,32830.43,69.89,0
Boise,2018-10-07 0:00,Organic,1.9,3752.55,0,884.18,0,2868.37,1443.93,1424.44,0
Boston,2018-10-07 0:00,Organic,1.57,32354.37,75.38,1862.01,0,30416.98,16994.86,13422.12,0
Buffalo/Rochester,2018-10-07 0:00,Organic,1.21,15212.12,238.03,165.82,0,14808.27,7229.48,7578.79,0
California,2018-10-07 0:00,Organic,1.67,229484,36184.96,75731.82,0,117567.22,117296.05,271.17,0
Charlotte,2018-10-07 0:00,Organic,2.11,13499.98,45.28,4848.58,132.57,8473.55,8405.25,68.3,0
Chicago,2018-10-07 0:00,Organic,1.95,47840.81,333.03,16351.79,0,31155.99,31155.99,0,0
Cincinnati/Dayton,2018-10-07 0:00,Organic,1.78,15332.23,780.64,4618.9,0,9932.69,2253.02,7679.67,0
Columbus,2018-10-07 0:00,Organic,1.68,8157.03,469.38,1778.81,0,5908.84,3493.76,2415.08,0
Dallas/Ft. Worth,2018-10-07 0:00,Organic,1.33,36511.29,6741.94,699.68,0,29069.67,24359.77,4709.9,0
Denver,2018-10-07 0:00,Organic,1.61,29330.14,5548.98,900.57,76.35,22804.24,19749.13,3055.11,0
Detroit,2018-10-07 0:00,Organic,1.56,15296.72,525.22,3189.34,0,11562.3,7417.13,4145.17,0
Grand Rapids,2018-10-07 0:00,Organic,1.35,11636.91,36.7,2750.77,0,8849.44,8841.29,8.15,0
Great Lakes,2018-10-07 0:00,Organic,1.64,187017.86,4812.39,40041.04,4.94,142112.83,112487.93,29624.9,0
Harrisburg/Scranton,2018-10-07 0:00,Organic,1.44,15355.23,328.56,251.66,0,14775.01,14761.69,13.32,0
Hartford/Springfield,2018-10-07 0:00,Organic,2.13,11293.68,300.99,3260.98,13.01,7718.7,7718.7,0,0
Houston,2018-10-07 0:00,Organic,1.6,27644.98,5403.22,83.44,0,22158.32,21638.32,520,0
Indianapolis,2018-10-07 0:00,Organic,1.42,10763.35,307.81,1274.77,0,9180.77,4876.69,4304.08,0
Jacksonville,2018-10-07 0:00,Organic,1.52,4049.25,145.47,603.8,0,3299.98,3191.11,108.87,0
Las Vegas,2018-10-07 0:00,Organic,1.57,16822.39,2819.22,2278.92,0,11724.25,11724.25,0,0
Los Angeles,2018-10-07 0:00,Organic,1.55,126201.59,17866.3,35277.89,0,73057.4,73041.04,16.36,0
Louisville,2018-10-07 0:00,Organic,1.64,3937.58,0,1188.86,0,2748.72,1269.43,1479.29,0
Miami/Ft. Lauderdale,2018-10-07 0:00,Organic,1.39,11132.33,567.71,29.89,0,10534.73,10347.78,186.95,0
Midsouth,2018-10-07 0:00,Organic,1.75,167541.86,1826.22,37142.36,462.83,128110.45,113208.97,14901.48,0
Nashville,2018-10-07 0:00,Organic,1.54,9251.09,19.83,2318.12,0,6913.14,4169.12,2744.02,0
New Orleans/Mobile,2018-10-07 0:00,Organic,1.56,3434.91,592.78,77.7,0,2764.43,2324.43,440,0
New York,2018-10-07 0:00,Organic,1.76,97450.56,12264.43,12447.66,194.81,72543.66,72480.51,63.15,0
Northeast,2018-10-07 0:00,Organic,1.58,280087.75,19694.96,26120.5,181.7,234090.59,200962.62,33127.97,0
Northern New England,2018-10-07 0:00,Organic,1.32,38388.95,0,3970.46,0,34418.49,29070.84,5347.65,0
Orlando,2018-10-07 0:00,Organic,1.35,13762.31,135.23,844.04,0,12783.04,12634.44,148.6,0
Philadelphia,2018-10-07 0:00,Organic,1.6,25097.4,2902.15,2699.35,0,19495.9,19436.34,59.56,0
Phoenix/Tucson,2018-10-07 0:00,Organic,1.32,38492.73,3605.81,3820.58,0,31066.34,31066.34,0,0
Pittsburgh,2018-10-07 0:00,Organic,1.43,13155.24,1247.23,7.41,0,11900.6,11900.6,0,0
Plains,2018-10-07 0:00,Organic,1.4,77874.83,4451.37,6919.74,11.84,66491.88,58671.97,7819.91,0
Portland,2018-10-07 0:00,Organic,2.04,34401.51,1108.16,9196.71,0,24096.64,2429.79,21664.9,1.95
